"","SITE","SOIL","Ece","EC","Cle","pHe","pH.1.5","OM","OC","Nt","P","P2O5","M","SP","M.SP"
"MSHM20289","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20290","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20291","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20292","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20293","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20294","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20295","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20296","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20297","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20298","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20299","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20300","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20301","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20302","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20303","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20304","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20305","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20306","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20307","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20308","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20309","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20310","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20311","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20312","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20313","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20314","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20315","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20316","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20317","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20318","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20319","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20320","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20321","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20322","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20323","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20324","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20325","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20326","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20327","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20328","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20329","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20330","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20331","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20332","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20333","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20334","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20335","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20336","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20337","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20338","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20339","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20340","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20341","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20342","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20343","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20344","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20345","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20346","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20347","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20348","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20349","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20350","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20351","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20352","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20353","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20354","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20355","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20356","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20357","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20358","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20359","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20360","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20361","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20362","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20363","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20364","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20365","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20366","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20367","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20368","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20369","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20370","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20371","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20372","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20373","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20374","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20375","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20376","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20377","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20378","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20379","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20380","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20381","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20382","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20383","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20384","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20385","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20386","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20387","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20388","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20389","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20390","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20391","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20392","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20393","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20394","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20395","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20396","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20397","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20398","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20399","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20400","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20401","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20402","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20403","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20404","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20405","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20406","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20407","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20408","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20409","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20410","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20411","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20412","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20413","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20414","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20415","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20416","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20417","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20418","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20419","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20420","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20421","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20422","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20423","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20424","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20425","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20426","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20427","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20428","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20429","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20430","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20431","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20432","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20433","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20434","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20435","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20436","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20437","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20438","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20439","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20440","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20441","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20442","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20443","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20444","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20445","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20446","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20447","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20448","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20449","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20450","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20451","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20452","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20453","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20454","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20455","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20456","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20457","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20458","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20459","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20460","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20461","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20462","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20463","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20464","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20465","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20466","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20467","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20468","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20469","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20470","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20471","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20472","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20473","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20474","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20475","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20476","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20477","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM20478","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
